birthweight	sex	longevity
4.64527132441207	Male	0
6.48213002001388	Male	0
4.89794592886761	Male	0
5.76245202337681	Male	1
4.27774393702675	Male	0
3.70600420620567	Male	0
5.69759708603114	Male	0
3.4297003351947	Male	0
6.42129523861958	Male	1
5.42944811198653	Male	1
4.09975622339198	Male	1
5.43151852628567	Male	0
6.54796516227178	Male	1
2.95786388125224	Male	0
5.65485515474323	Male	3
4.14586829660796	Male	0
4.65630281058511	Male	0
4.72464604164514	Male	0
3.54529132498384	Male	0
6.49419974275635	Male	0
4.2307675350604	Male	0
5.16363752876737	Male	0
5.74952460514861	Male	0
4.12996402187514	Male	0
5.06312353176566	Male	0
4.81620999591616	Male	3
5.79032137996958	Male	0
4.94531507475815	Male	0
5.86174913077945	Male	0
3.72301469861243	Male	2
4.78365909202738	Male	0
4.30170489335005	Male	0
4.04954197253608	Male	1
4.92686798796192	Male	0
4.34143289113522	Male	2
5.16692234338825	Male	0
3.46428969360086	Male	0
5.58572388208934	Male	0
5.3444772051163	Male	1
5.17252349907212	Male	3
5.07704962918549	Male	2
4.17528361558514	Male	0
4.7684120063479	Male	0
3.2676121693081	Male	2
5.16708604202806	Male	0
5.40677995927133	Male	0
4.78862297554859	Male	3
4.20114433763272	Male	1
4.59071737887151	Male	0
4.29532751154814	Male	0
3.97930218266838	Male	0
4.73173312578193	Male	0
5.78000506237291	Male	1
3.03107898911843	Male	0
6.43562446677627	Male	0
5.25249634449951	Male	1
4.54992028414838	Male	1
5.20656113114719	Male	1
3.17158494308777	Male	1
3.84557888254724	Male	0
5.40453309046163	Male	0
5.48022216190882	Male	0
4.78317137398505	Male	0
6.73888206471222	Male	1
4.05911415929553	Male	4
2.92035415727315	Male	0
3.35955557853548	Male	1
3.96748717791304	Male	0
3.92094137998017	Male	0
3.20957326102185	Male	0
3.37864875165851	Male	0
2.55868072572206	Male	0
2.41278595137038	Male	0
4.17181691086035	Male	3
5.93884059469669	Male	0
4.09398781264869	Male	1
4.87328489149786	Male	2
5.14924448154407	Male	1
5.94449264105625	Male	0
4.3146638183262	Male	2
5.03816780365969	Male	0
4.99833354167885	Male	0
3.44620502156236	Male	0
4.15125992642087	Male	2
3.3582205566454	Male	0
4.43781342050446	Male	0
3.3709410384497	Male	0
4.16318122897732	Male	0
5.49258756258845	Male	0
5.28156758645141	Male	1
5.70705603037795	Male	2
3.5264414324956	Male	1
5.2001057982461	Male	2
5.35118949418163	Male	0
4.80383282361458	Male	0
3.32739031078034	Male	0
2.96800951180185	Male	0
4.52555243328208	Male	0
5.27487312540776	Male	0
4.59481287850883	Male	1
3.84519258900124	Male	0
4.3955911126312	Male	2
2.42836272766864	Male	0
5.22196601169591	Male	3
5.41409314383902	Male	0
4.08283468915828	Male	2
4.28856009434629	Female	2
2.36100883165036	Female	0
2.69584019352642	Female	1
1.84428224933348	Female	0
2.41648322605104	Female	0
2.42541343766198	Female	1
4.18686582046982	Female	1
3.27091772224447	Female	1
1.9567007803913	Female	0
4.10369449292131	Female	0
3.8582921185959	Female	1
3.89789414582162	Female	2
3.88444885030487	Female	0
2.86500640538166	Female	0
4.12841014890952	Female	0
2.85258770213474	Female	0
1.56355197909788	Female	0
3.94044459649181	Female	0
3.18041235167482	Female	0
2.21327740217924	Female	0
3.30709317344735	Female	1
1.62319518375073	Female	0
4.36669340610697	Female	0
3.73450227249439	Female	1
3.21144196348826	Female	0
3.30356585980233	Female	0
3.01079350738664	Female	2
3.33478822814773	Female	0
2.16906220333061	Female	0
2.56952621745999	Female	0
3.25698131663659	Female	1
3.88686612131698	Female	5
2.15488159311162	Female	0
4.75126536191993	Female	0
1.44364986611464	Female	0
2.56414252420383	Female	0
3.46085603715301	Female	0
2.56312943999063	Female	1
2.94442282073633	Female	2
1.12429059130435	Female	0
2.98430318313858	Female	1
2.57483407563566	Female	0
3.42934487308717	Female	1
4.04382316058412	Female	2
4.64308045210152	Female	0
3.69589938467168	Female	0
2.65818617249852	Female	4
3.91220022107627	Female	0
1.22937482330249	Female	0
3.64048791249617	Female	1
3.43179467348321	Female	0
2.71662898704712	Female	1
1.95717875377535	Female	0
2.17587313063905	Female	0
3.39142440092894	Female	0
2.72399491732225	Female	0
2.27045306173491	Female	0
2.06022137023397	Female	0
4.11200215539935	Female	0
2.76938214282184	Female	0
2.40795489050338	Female	1
3.84035796432642	Female	1
2.46955861231488	Female	1
4.0495273925408	Female	0
2.52476887663272	Female	0
2.68752455378081	Female	0
2.97033561064787	Female	1
2.09944359900836	Female	0
2.29465018589897	Female	0
3.60219355121524	Female	1
2.39829868196878	Female	0
2.87032433450954	Female	1
3.7738278061685	Female	0
3.93171291485514	Female	0
4.69727742479773	Female	0
2.1489085017114	Female	5
3.12669554406532	Female	1
3.5423725332883	Female	3
4.49794019855571	Female	1
2.58884098228639	Female	0
2.52748189158459	Female	0
3.68743881327486	Female	0
3.75946113611894	Female	2
3.95644152810344	Female	0
2.54074859959588	Female	0
2.75045541362611	Female	0
4.09062718894485	Female	1
5.30646899897947	Female	0
2.91184493446574	Female	0
3.52486813350774	Female	1
1.89500447263308	Female	0
4.20832037667382	Female	1
3.54148515068893	Female	1
2.50428617441263	Female	0
2.19965906299192	Female	1
4.03727475867505	Female	4
2.8844086871055	Female	0
3.62011821807347	Female	1
1.4904880654061	Female	0
3.54719699086886	Female	0
2.14476894352026	Female	0
3.73219901451945	Female	0
3.44582565692376	Female	0
4.10058613711278	Female	0
2.86827644363301	Female	1
2.90923651725362	Female	0
4.19773201501974	Female	0
3.46934316825153	Female	1
4.49868969851796	Female	1
3.23893969837722	Female	0
2.96030287610441	Female	1
2.42869353546444	Female	1
2.46165856310781	Female	0
2.7312715492685	Female	0
5.19936797787089	Female	1
3.14244980883123	Female	0
3.87525179582745	Female	2
3.80387454179557	Female	8
3.653586356768	Female	0
2.35770859246142	Female	2
2.22292411190747	Female	2
4.00753824084202	Female	1
2.07709197057062	Female	0
2.81998815987871	Female	1
4.09483332805883	Female	0
3.47050361685502	Female	0
1.83263261591661	Female	0
3.70529573282065	Female	0
3.34649319947465	Female	0
1.7834637122091	Female	0
1.91101447797502	Female	1
3.38862530489748	Female	2
3.26738646981911	Female	1
2.27480415332704	Female	3
2.85673256254411	Female	1
2.87320472725223	Female	1
2.9758730704859	Female	1
3.369348788805	Female	0
2.1250650032137	Female	0
2.46765222531884	Female	1
4.21655509295886	Female	0
5.14945157987236	Female	0
3.31545521670826	Female	1
4.47863644820768	Female	1
3.34026028342093	Female	0
2.17038557537722	Female	0
2.91344622952637	Female	2
3.90764944385418	Female	1
4.46581993327113	Female	0
2.09608457604	Female	1
3.35047651256323	Female	0
2.99957601862355	Female	5
3.28354340892881	Female	0
4.4556137663305	Female	0
3.93837657028204	Female	0
2.25146652492243	Female	1
2.24600848973169	Female	1
2.51883072981982	Female	0
4.76634782027692	Female	0
4.01511882571885	Female	1
3.18973508216795	Female	0
3.11714752469963	Female	0
2.32898887713593	Female	0
2.715305888037	Female	1
4.638297107298	Female	0
3.11192560893411	Female	1
2.5137758532987	Female	0
4.85751853258914	Female	0
3.6892725486331	Female	1
3.30102314356774	Female	1
3.45926338105942	Female	0
3.24339557036328	Female	2
3.43055685744236	Female	0
2.95104383173056	Female	0
4.21145937626781	Female	1
4.56630125379569	Female	0
3.33032533626628	Female	0
3.88522016095894	Female	0
2.69143856339525	Female	0
3.76417997280364	Female	3
3.41542191513365	Female	1
1.98605560028287	Female	0
4.18126524649075	Female	0
4.40018704840635	Female	0
1.63096022428494	Female	1
4.15101699126681	Female	3
3.43548807479823	Female	1
2.64273953510397	Female	0
3.69446653735709	Female	0
4.0120232646007	Female	2
2.59524365948426	Female	0
3.76176689075926	Female	1
2.52911825009641	Female	0
2.42307809079335	Female	0
3.10730441640697	Female	0
3.77158855163042	Female	0
3.59064336609277	Female	1
2.42457951607674	Female	3
2.56330957037232	Female	0
3.54141257366341	Female	0
2.65557853156877	Female	0
3.11694260122407	Female	0
2.32472465108694	Female	1
2.69149124558028	Female	0
2.64323915735954	Female	1
2.44356847947891	Female	0
2.45174856571243	Female	0
4.08712771182623	Female	1
2.37355288389679	Female	0
3.82443014502019	Female	0
3.27615673950318	Female	2
1.73189714388383	Female	1
4.26672682582895	Female	0
3.06980823685968	Female	1
3.69435249157655	Female	0
4.04710247744406	Female	0
4.56695815903073	Female	0
2.0017494781789	Female	0
2.19980212254529	Female	0
3.08356863437416	Female	1
2.77123680477889	Female	1
3.92532508013215	Female	2
2.89764224233485	Female	2
3.034524230828	Female	3
5.01632844327604	Female	1
2.37503066642083	Female	4
4.28564909524578	Female	0
3.58874947021849	Female	0
2.98133918859883	Female	2
3.94093117107983	Female	0
3.71191774881285	Female	0
3.60456778380774	Female	0
2.39272012887128	Female	0
2.27505531358879	Female	1
2.83672458160487	Female	0
2.77802255260164	Female	0
4.15363648274939	Female	0
2.67436190987293	Female	0
3.22622180895164	Female	1
3.15861646873645	Female	1
3.29777456539959	Female	1
3.02988252200941	Female	1
4.36122985327569	Female	0
3.25683470980696	Female	1
3.75633019103469	Female	1
4.16306768412181	Female	0
2.98668480798468	Female	0
2.99995598300474	Female	0
4.31361673328072	Female	1
4.76944102838859	Female	0
3.44924839144284	Female	0
3.52744230116513	Female	0
3.81905178967504	Female	0
2.52826606127469	Female	0
2.49410070536421	Female	0
1.86166604846288	Female	2
2.67272684946469	Female	0
3.9226020944683	Female	1
3.00031564375461	Female	0
5.10915741812623	Female	0
3.73803252814059	Female	0
2.40183590449909	Female	0
2.46543857888656	Female	3
3.10050299306969	Female	1
3.82735892044901	Female	2
2.65546210629229	Female	0
3.73319189929566	Female	1
2.68290662925246	Female	0
4.23919491439148	Female	0
1.92111142833247	Female	0
3.75691543911468	Female	0
1.83915883235336	Female	0
3.92278667605192	Female	0
2.65928834946737	Female	0
2.71284039809438	Female	0
3.04604530703983	Female	0
3.59871626506142	Female	0
4.13803667264597	Female	0
1.53157131392993	Female	0
4.05574267403195	Female	0
3.77443796659925	Female	0
3.35300888953551	Female	0
4.55862741099573	Female	0
4.03175578146898	Female	0
3.82370783140954	Female	0
3.52593194695134	Female	1
3.73436315082137	Female	0
2.87106556467366	Female	0
2.52500101185396	Female	0
2.98550733411537	Female	2
3.58974540583807	Female	0
2.57901447834979	Female	0
2.56775978586527	Female	0
3.29470079355883	Female	0
1.97327353271414	Female	0
3.78086090081918	Female	0
2.24962974443266	Female	0
1.87077652073362	Female	0
2.56698706882589	Female	0
2.72303607624653	Female	1
3.26307105570594	Female	0
5.14936003236173	Female	0
2.74658149224358	Female	1
3.65282071628955	Female	1
2.11358186758534	Female	0
4.1086944199265	Female	0
2.26677831400409	Female	0
3.36844429530207	Female	0
4.19054840582637	Female	3
3.18914191918874	Female	0
2.60590156967607	Female	0
3.44297508977282	Female	1
1.93851219201192	Female	0
1.96252330857263	Female	1
4.65116712581376	Female	1
4.41330149420471	Female	0
3.49290796727071	Female	2
3.9588234759396	Female	0
2.73066997598808	Female	0
2.65870256689338	Female	0
3.11994364721579	Female	0
4.60121298888204	Female	1
2.26482367724317	Female	0
2.90165640359552	Female	0
3.09900421283681	Female	0
5.53387686867422	Female	0
2.61891294670761	Female	0
1.90582743160818	Female	0
4.26285443291577	Female	0
3.77647039292061	Female	0
3.4258080601693	Female	0
3.32207031265898	Female	1
1.93589180828278	Female	0
2.76991487427168	Female	2
3.21633396829336	Female	0
4.31519912080418	Female	0
4.05643246124368	Female	2
2.29278747903058	Female	0
1.85539724544299	Female	0
3.338582339218	Female	1
3.02569175401509	Female	0
2.67289084028354	Female	0
3.64817803231241	Female	1
3.02049383366187	Female	1
3.43322513584966	Female	0
3.15585030253801	Female	1
3.21562014145918	Female	1
3.73625072021552	Female	1
3.75151063680344	Female	0
3.88543951217865	Female	1
3.35763992728155	Female	0
3.36547996862824	Female	0
3.75733493700152	Female	1
2.41206811554613	Female	1
2.62716784933963	Female	0
4.05287080844396	Female	0
3.89660189663841	Female	0
3.01488518478637	Female	0
3.03442105858885	Female	2
2.79797071180162	Female	1
3.6311328162271	Female	2
2.28959507321417	Female	0
3.629715637678	Female	0
3.61930601875727	Female	0
3.15265633199494	Female	0
4.29018251929324	Female	0
1.92070055308733	Female	0
2.73564227035429	Female	4
3.2377206823952	Female	0
3.12177164765656	Female	3
3.9510657042763	Female	0
3.66156399386099	Female	1
3.44408514322706	Female	0
3.22015434193738	Female	1
3.06646582026468	Female	0
3.4389883918635	Female	1
3.91436513052426	Female	0
2.14464891988356	Female	0
3.76907059279179	Female	0
3.08598215439543	Female	0
1.6731681860096	Female	1
3.25011573132617	Female	0
3.20652305232005	Female	0
3.44155379074386	Female	0
3.88558663955807	Female	0
3.94852297448203	Female	0
2.85356339080595	Female	1
2.69018485995346	Female	0
4.57485413577553	Female	1
2.27850092329936	Female	0
3.1552885224437	Female	1
2.48687897683584	Female	0
4.16390098617896	Female	0
2.43970152926131	Female	2
2.65830648223556	Female	1
3.3345253372246	Female	0
3.74555827680146	Female	0
2.62397887715855	Female	1
3.85520285338222	Female	0
3.80511157097046	Female	0
2.12052985612493	Female	2
3.9424076197178	Female	0
3.22033494043014	Female	0
2.65568821429637	Female	0
2.87854242852014	Female	0
2.94793832617378	Female	1
3.95827939999982	Female	0
1.28462534138883	Female	0
1.84412110103099	Female	0
3.08067172359326	Female	0
4.3388249857127	Female	0
2.63023316102467	Female	0
3.58494515249397	Female	1
3.35422351043606	Female	1
2.84299505274368	Female	1
5.25905728722239	Female	0
3.37415455193128	Female	0
3.33413846392574	Female	0
2.99010401074217	Female	0
1.83174387240211	Female	0
3.72704047849764	Female	1
3.16295382018681	Female	2
2.66562811178522	Female	1
2.6704927934318	Female	2
3.42328414313934	Female	0
3.54380159973802	Female	0
3.0882974255998	Female	0
2.24730416861326	Female	0
3.55136695155754	Female	0
2.86618729149455	Female	3
2.11397567689503	Female	0
2.4793794291481	Female	0
3.19839178647005	Female	1
2.72024441382896	Female	1
2.97204075897116	Female	1
4.50403711397103	Female	3
1.76357903143343	Female	1
3.09758195840273	Female	0
1.51930476892768	Female	0
2.01964993539903	Female	0
3.0782133298967	Female	0
2.64952263216236	Female	1
3.50551970525708	Female	2
0.740001309889995	Female	1
3.6832110312365	Female	0
1.95603530370374	Female	1
2.85080255603454	Female	3
2.27644627193436	Female	5
4.29699430269721	Female	0
2.12980900881328	Female	0
2.70676981530926	Female	0
3.2465558132631	Female	0
3.78627109347196	Female	0
1.9418717754367	Female	0
2.27043539966522	Female	1
3.83561277544673	Female	1
2.57273088096334	Female	3
3.01781901903275	Female	1
3.50920646304591	Female	0
2.95701289125628	Female	2
2.92221319697702	Female	0
4.04760617665539	Female	0
2.53398320538819	Female	0
2.82682556988348	Female	1
3.23308330483972	Female	0
3.10009579544151	Female	0
3.38030295532314	Female	0
2.82781321938847	Female	0
4.31915596332436	Female	1
2.81619797547212	Female	1
3.12874912328925	Female	0
3.24203022965245	Female	0
3.99715276277003	Female	0
3.61456836825561	Female	3
2.25881648561312	Female	0
3.8053307478109	Female	0
4.46087165137163	Female	3
2.12824345555238	Female	0
2.69095682871464	Female	0
2.85112306170226	Female	1
2.35162382338967	Female	0
3.5550605955916	Female	1
3.48734247392584	Female	0
3.31828961623979	Female	1
4.42737765909936	Female	0
2.62844300222134	Female	0
2.83437495605319	Female	0
2.13962897147781	Female	0
3.70565258934533	Female	0
3.55950773623937	Female	1
3.01527722789274	Female	1
2.74131812670418	Female	1
1.65209245112	Female	2
3.0894477778244	Female	1
2.54588668871401	Female	2
4.01510889317976	Female	1
4.19463042205079	Female	0
2.44919476458349	Female	1
3.63397471848325	Female	2
4.94284677904415	Female	0
